"ENSEMBL","SYMBOL","GENENAME","ENTREZID","CHR"
"ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C","11984","17"
"ENSMUSG00000041313","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1","11987","5"
"ENSMUSG00000031596","Slc7a2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2","11988","8"
"ENSMUSG00000031297","Slc7a3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","11989","X"
"ENSMUSG00000027312","Atrn","attractin","11990","2"
"ENSMUSG00000000568","Hnrnpd","heterogeneous nuclear ribonucleoprotein D","11991","5"
"ENSMUSG00000021460","Auh","AU RNA binding protein/enoyl-coenzyme A hydratase","11992","13"
"ENSMUSG00000068328","Aup1","ancient ubiquitous protein 1","11993","6"
"ENSMUSG00000052613","Pcdh15","protocadherin 15","11994","10"
"ENSMUSG00000052131","Akr1b7","aldo-keto reductase family 1, member B7","11997","6"
"ENSMUSG00000037727","Avp","arginine vasopressin","11998","2"
"ENSMUSG00000031390","Avpr2","arginine vasopressin receptor 2","12000","X"
"ENSMUSG00000024182","Axin1","axin 1","12005","17"
"ENSMUSG00000000142","Axin2","axin 2","12006","11"
"ENSMUSG00000037053","Azgp1","alpha-2-glycoprotein 1, zinc","12007","5"
"ENSMUSG00000039781","Cep131","centrosomal protein 131","12009","11"
"ENSMUSG00000060802","B2m","beta-2 microglobulin","12010","2"
"ENSMUSG00000039653","Baat","bile acid-Coenzyme A: amino acid N-acyltransferase","12012","4"
"ENSMUSG00000025612","Bach1","BTB and CNC homology 1, basic leucine zipper transcription factor 1","12013","16"
"ENSMUSG00000040270","Bach2","BTB and CNC homology, basic leucine zipper transcription factor 2","12014","4"
"ENSMUSG00000024959","Bad","BCL2-associated agonist of cell death","12015","19"
"ENSMUSG00000028416","Bag1","BCL2-associated athanogene 1","12017","4"
"ENSMUSG00000057789","Bak1","BCL2-antagonist/killer 1","12018","17"
"ENSMUSG00000049691","Nkx3-2","NK3 homeobox 2","12020","5"
"ENSMUSG00000026196","Bard1","BRCA1 associated RING domain 1","12021","1"
"ENSMUSG00000021381","Barx1","BarH-like homeobox 1","12022","13"
"ENSMUSG00000032033","Barx2","BarH-like homeobox 2","12023","9"
"ENSMUSG00000003873","Bax","BCL2-associated X protein","12028","7"
"ENSMUSG00000000317","Bcl6b","B cell CLL/lymphoma 6, member B","12029","11"
"ENSMUSG00000004892","Bcan","brevican","12032","3"
"ENSMUSG00000020650","Bcap29","B cell receptor associated protein 29","12033","12"
"ENSMUSG00000004264","Phb2","prohibitin 2","12034","6"
"ENSMUSG00000030268","Bcat1","branched chain aminotransferase 1, cytosolic","12035","6"
"ENSMUSG00000030826","Bcat2","branched chain aminotransferase 2, mitochondrial","12036","7"
"ENSMUSG00000027792","Bche","butyrylcholinesterase","12038","3"
"ENSMUSG00000060376","Bckdha","branched chain ketoacid dehydrogenase E1, alpha polypeptide","12039","7"
"ENSMUSG00000032263","Bckdhb","branched chain ketoacid dehydrogenase E1, beta polypeptide","12040","9"
"ENSMUSG00000030802","Bckdk","branched chain ketoacid dehydrogenase kinase","12041","7"
"ENSMUSG00000028191","Bcl10","B cell leukemia/lymphoma 10","12042","3"
"ENSMUSG00000057329","Bcl2","B cell leukemia/lymphoma 2","12043","1"
"ENSMUSG00000102037","Bcl2a1a","B cell leukemia/lymphoma 2 related protein A1a","12044","9"
"ENSMUSG00000089929","Bcl2a1b","B cell leukemia/lymphoma 2 related protein A1b","12045","9"
"ENSMUSG00000053820","Bcl2a1c","B cell leukemia/lymphoma 2 related protein A1c","12046","9"
"ENSMUSG00000099974","Bcl2a1d","B cell leukemia/lymphoma 2 related protein A1d","12047","9"
"ENSMUSG00000007659","Bcl2l1","BCL2-like 1","12048","2"
"ENSMUSG00000032191","Bcl2l10","Bcl2-like 10","12049","9"
"ENSMUSG00000089682","Bcl2l2","BCL2-like 2","12050","14"
"ENSMUSG00000053175","Bcl3","B cell leukemia/lymphoma 3","12051","7"
"ENSMUSG00000022508","Bcl6","B cell leukemia/lymphoma 6","12053","16"
"ENSMUSG00000029681","Bcl7b","B cell CLL/lymphoma 7B","12054","5"
"ENSMUSG00000030814","Bcl7c","B cell CLL/lymphoma 7C","12055","7"
"ENSMUSG00000058831","Opn1sw","opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)","12057","6"
"ENSMUSG00000041347","Bdkrb1","bradykinin receptor, beta 1","12061","12"
"ENSMUSG00000021070","Bdkrb2","bradykinin receptor, beta 2","12062","12"
"ENSMUSG00000048482","Bdnf","brain derived neurotrophic factor","12064","2"
"ENSMUSG00000032757","Bet1","Bet1 golgi vesicular membrane trafficking protein","12068","6"
"ENSMUSG00000042750","Bex2","brain expressed X-linked 2","12069","X"
"ENSMUSG00000046432","Bex3","brain expressed X-linked 3","12070","X"
"ENSMUSG00000027420","Bfsp1","beaded filament structural protein 1, in lens-CP94","12075","2"
"ENSMUSG00000045594","Glb1","galactosidase, beta 1","12091","9"
"ENSMUSG00000074489","Bglap3","bone gamma-carboxyglutamate protein 3","12095","3"
"ENSMUSG00000074483","Bglap","bone gamma carboxyglutamate protein","12096","3"
"ENSMUSG00000074486","Bglap2","bone gamma-carboxyglutamate protein 2","12097","3"
"ENSMUSG00000031375","Bgn","biglycan","12111","X"
"ENSMUSG00000074768","Bhmt","betaine-homocysteine methyltransferase","12116","13"
"ENSMUSG00000003452","Bicd1","BICD cargo adaptor 1","12121","6"
"ENSMUSG00000004446","Bid","BH3 interacting domain death agonist","12122","6"
"ENSMUSG00000046607","Hrk","harakiri, BCL2 interacting protein (contains only BH3 domain)","12123","5"
"ENSMUSG00000016758","Bik","BCL2-interacting killer","12124","15"
"ENSMUSG00000027381","Bcl2l11","BCL2 like 11","12125","2"
"ENSMUSG00000019874","Fabp7","fatty acid binding protein 7, brain","12140","10"
"ENSMUSG00000038151","Prdm1","PR domain containing 1, with ZNF domain","12142","10"
"ENSMUSG00000014453","Blk","B lymphoid kinase","12143","14"
"ENSMUSG00000030528","Blm","Bloom syndrome, RecQ like helicase","12144","7"
"ENSMUSG00000047880","Cxcr5","C-X-C motif chemokine receptor 5","12145","9"
"ENSMUSG00000026739","Bmi1","Bmi1 polycomb ring finger oncogene","12151","2"
"ENSMUSG00000022098","Bmp1","bone morphogenetic protein 1","12153","14"
"ENSMUSG00000030046","Bmp10","bone morphogenetic protein 10","12154","6"
"ENSMUSG00000023279","Bmp15","bone morphogenetic protein 15","12155","X"
"ENSMUSG00000027358","Bmp2","bone morphogenetic protein 2","12156","2"
"ENSMUSG00000021835","Bmp4","bone morphogenetic protein 4","12159","14"
"ENSMUSG00000032179","Bmp5","bone morphogenetic protein 5","12160","9"
"ENSMUSG00000039004","Bmp6","bone morphogenetic protein 6","12161","13"
"ENSMUSG00000008999","Bmp7","bone morphogenetic protein 7","12162","2"
"ENSMUSG00000032726","Bmp8a","bone morphogenetic protein 8a","12163","4"
"ENSMUSG00000002384","Bmp8b","bone morphogenetic protein 8b","12164","4"
"ENSMUSG00000072625","Gdf2","growth differentiation factor 2","12165","14"
"ENSMUSG00000021796","Bmpr1a","bone morphogenetic protein receptor, type 1A","12166","14"
"ENSMUSG00000052430","Bmpr1b","bone morphogenetic protein receptor, type 1B","12167","3"
"ENSMUSG00000067336","Bmpr2","bone morphogenetic protein receptor type 2","12168","1"
"ENSMUSG00000031377","Bmx","BMX non-receptor tyrosine kinase","12169","X"
"ENSMUSG00000025105","Bnc1","basonuclin zinc finger protein 1","12173","7"
"ENSMUSG00000011958","Bnip2","BCL2/adenovirus E1B interacting protein 2","12175","9"
"ENSMUSG00000078566","Bnip3","BCL2/adenovirus E1B interacting protein 3","12176","7"
"ENSMUSG00000022051","Bnip3l","BCL2/adenovirus E1B interacting protein 3-like","12177","14"
"ENSMUSG00000055027","Smyd1","SET and MYND domain containing 1","12180","6"
"ENSMUSG00000022557","Bop1","block of proliferation 1","12181","15"
"ENSMUSG00000029082","Bst1","bone marrow stromal cell antigen 1","12182","5"
"ENSMUSG00000038871","Bpgm","2,3-bisphosphoglycerate mutase","12183","6"
"ENSMUSG00000017146","Brca1","breast cancer 1, early onset","12189","11"
"ENSMUSG00000041147","Brca2","breast cancer 2, early onset","12190","5"
"ENSMUSG00000021127","Zfp36l1","zinc finger protein 36, C3H type-like 1","12192","12"
"ENSMUSG00000045817","Zfp36l2","zinc finger protein 36, C3H type-like 2","12193","17"
"ENSMUSG00000031130","Brs3","bombesin-like receptor 3","12209","X"
"ENSMUSG00000024073","Birc6","baculoviral IAP repeat-containing 6","12211","17"
"ENSMUSG00000031327","Chic1","cysteine-rich hydrophobic domain 1","12212","X"
"ENSMUSG00000023175","Bsg","basigin","12215","10"
"ENSMUSG00000032589","Bsn","bassoon","12217","9"
"ENSMUSG00000082361","Btc","betacellulin, epidermal growth factor family member","12223","5"
"ENSMUSG00000005148","Klf5","Kruppel-like transcription factor 5","12224","14"
"ENSMUSG00000036478","Btg1","BTG anti-proliferation factor 1","12226","10"
"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2","12227","1"
"ENSMUSG00000022863","Btg3","BTG anti-proliferation factor 3","12228","16"
"ENSMUSG00000031264","Btk","Bruton agammaglobulinemia tyrosine kinase","12229","X"
"ENSMUSG00000000706","Btn1a1","butyrophilin, subfamily 1, member A1","12231","13"
"ENSMUSG00000025217","Btrc","beta-transducin repeat containing protein","12234","19"
"ENSMUSG00000027379","Bub1","BUB1, mitotic checkpoint serine/threonine kinase","12235","2"
"ENSMUSG00000040084","Bub1b","BUB1B, mitotic checkpoint serine/threonine kinase","12236","2"
"ENSMUSG00000066979","Bub3","BUB3 mitotic checkpoint protein","12237","7"
"ENSMUSG00000051154","Commd3","COMM domain containing 3","12238","2"
"ENSMUSG00000041736","Tspo","translocator protein","12257","15"
"ENSMUSG00000023224","Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1","12258","2"
"ENSMUSG00000036887","C1qa","complement component 1, q subcomponent, alpha polypeptide","12259","4"
"ENSMUSG00000036905","C1qb","complement component 1, q subcomponent, beta polypeptide","12260","4"
"ENSMUSG00000018446","C1qbp","complement component 1, q subcomponent binding protein","12261","11"
"ENSMUSG00000036896","C1qc","complement component 1, q subcomponent, C chain","12262","4"
"ENSMUSG00000024371","C2","complement C2","12263","17"
"ENSMUSG00000022504","Ciita","class II transactivator","12265","16"
"ENSMUSG00000024164","C3","complement component 3","12266","17"
"ENSMUSG00000040552","C3ar1","complement component 3a receptor 1","12267","6"
"ENSMUSG00000073418","C4b","complement C4B (Chido blood group)","12268","17"
"ENSMUSG00000026405","C4bp","complement component 4 binding protein","12269","1"
"ENSMUSG00000049130","C5ar1","complement component 5a receptor 1","12273","7"
"ENSMUSG00000022181","C6","complement component 6","12274","15"
"ENSMUSG00000022149","C9","complement component 9","12279","15"
"ENSMUSG00000032115","Hyou1","hypoxia up-regulated 1","12282","9"
"ENSMUSG00000036707","Cab39","calcium binding protein 39","12283","1"
"ENSMUSG00000034656","Cacna1a","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","12286","8"
"ENSMUSG00000004113","Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit","12287","2"
"ENSMUSG00000051331","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit","12288","6"
"ENSMUSG00000015968","Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit","12289","14"
"ENSMUSG00000004110","Cacna1e","calcium channel, voltage-dependent, R type, alpha 1E subunit","12290","1"
"ENSMUSG00000020866","Cacna1g","calcium channel, voltage-dependent, T type, alpha 1G subunit","12291","11"
"ENSMUSG00000026407","Cacna1s","calcium channel, voltage-dependent, L type, alpha 1S subunit","12292","1"
"ENSMUSG00000040118","Cacna2d1","calcium channel, voltage-dependent, alpha2/delta subunit 1","12293","5"
"ENSMUSG00000021991","Cacna2d3","calcium channel, voltage-dependent, alpha2/delta subunit 3","12294","14"
"ENSMUSG00000020882","Cacnb1","calcium channel, voltage-dependent, beta 1 subunit","12295","11"
"ENSMUSG00000057914","Cacnb2","calcium channel, voltage-dependent, beta 2 subunit","12296","2"
"ENSMUSG00000003352","Cacnb3","calcium channel, voltage-dependent, beta 3 subunit","12297","15"
"ENSMUSG00000017412","Cacnb4","calcium channel, voltage-dependent, beta 4 subunit","12298","2"
"ENSMUSG00000020722","Cacng1","calcium channel, voltage-dependent, gamma subunit 1","12299","11"
"ENSMUSG00000019146","Cacng2","calcium channel, voltage-dependent, gamma subunit 2","12300","15"
"ENSMUSG00000014226","Cacybp","calcyclin binding protein","12301","1"
"ENSMUSG00000025823","Pdia4","protein disulfide isomerase associated 4","12304","6"
"ENSMUSG00000003534","Ddr1","discoidin domain receptor family, member 1","12305","17"
"ENSMUSG00000032231","Anxa2","annexin A2","12306","9"
"ENSMUSG00000028222","Calb1","calbindin 1","12307","4"
"ENSMUSG00000003657","Calb2","calbindin 2","12308","8"
"ENSMUSG00000040808","S100g","S100 calcium binding protein G","12309","X"
"ENSMUSG00000030669","Calca","calcitonin/calcitonin-related polypeptide, alpha","12310","7"
"ENSMUSG00000023964","Calcr","calcitonin receptor","12311","6"
"ENSMUSG00000001175","Calm1","calmodulin 1","12313","12"
"ENSMUSG00000036438","Calm2","calmodulin 2","12314","17"
"ENSMUSG00000019370","Calm3","calmodulin 3","12315","7"
"ENSMUSG00000033952","Aspm","abnormal spindle microtubule assembly","12316","1"
"ENSMUSG00000003814","Calr","calreticulin","12317","8"
"ENSMUSG00000041261","Car8","carbonic anhydrase 8","12319","4"
"ENSMUSG00000029767","Calu","calumenin","12321","6"
"ENSMUSG00000024617","Camk2a","calcium/calmodulin-dependent protein kinase II alpha","12322","18"
"ENSMUSG00000057897","Camk2b","calcium/calmodulin-dependent protein kinase II, beta","12323","11"
"ENSMUSG00000021820","Camk2g","calcium/calmodulin-dependent protein kinase II gamma","12325","14"
"ENSMUSG00000038128","Camk4","calcium/calmodulin-dependent protein kinase IV","12326","18"
"ENSMUSG00000021501","Caml","calcium modulating ligand","12328","13"
"ENSMUSG00000020368","Canx","calnexin","12330","11"
"ENSMUSG00000028656","Cap1","cyclase associated actin cytoskeleton regulatory protein 1","12331","4"
"ENSMUSG00000056737","Capg","capping actin protein, gelsolin like","12332","6"
"ENSMUSG00000024942","Capn1","calpain 1","12333","19"
"ENSMUSG00000026509","Capn2","calpain 2","12334","1"
"ENSMUSG00000079110","Capn3","calpain 3","12335","2"
"ENSMUSG00000001794","Capns1","calpain, small subunit 1","12336","7"
"ENSMUSG00000035547","Capn5","calpain 5","12337","7"
"ENSMUSG00000067276","Capn6","calpain 6","12338","X"
"ENSMUSG00000021893","Capn7","calpain 7","12339","14"
"ENSMUSG00000070372","Capza1","capping actin protein of muscle Z-line subunit alpha 1","12340","3"
"ENSMUSG00000015733","Capza2","capping actin protein of muscle Z-line subunit alpha 2","12343","6"
"ENSMUSG00000041791","Capza3","capping actin protein of muscle Z-line subunit alpha 3","12344","6"
"ENSMUSG00000028745","Capzb","capping actin protein of muscle Z-line subunit beta","12345","4"
"ENSMUSG00000027556","Car1","carbonic anhydrase 1","12346","3"
"ENSMUSG00000003273","Car11","carbonic anhydrase 11","12348","7"
"ENSMUSG00000027562","Car2","carbonic anhydrase 2","12349","3"
"ENSMUSG00000027559","Car3","carbonic anhydrase 3","12350","3"
"ENSMUSG00000000805","Car4","carbonic anhydrase 4","12351","11"
"ENSMUSG00000025317","Car5a","carbonic anhydrase 5a, mitochondrial","12352","8"
"ENSMUSG00000028972","Car6","carbonic anhydrase 6","12353","4"
"ENSMUSG00000031883","Car7","carbonic anhydrase 7","12354","8"
"ENSMUSG00000005677","Nr1i3","nuclear receptor subfamily 1, group I, member 3","12355","1"
"ENSMUSG00000027187","Cat","catalase","12359","2"
"ENSMUSG00000031012","Cask","calcium/calmodulin dependent serine protein kinase","12361","X"
"ENSMUSG00000025888","Casp1","caspase 1","12362","9"
"ENSMUSG00000033538","Casp4","caspase 4, apoptosis-related cysteine peptidase","12363","9"
"ENSMUSG00000025887","Casp12","caspase 12","12364","9"
"ENSMUSG00000005355","Casp14","caspase 14","12365","10"
"ENSMUSG00000029863","Casp2","caspase 2","12366","6"
"ENSMUSG00000031628","Casp3","caspase 3","12367","8"
"ENSMUSG00000027997","Casp6","caspase 6","12368","3"
"ENSMUSG00000025076","Casp7","caspase 7","12369","19"
"ENSMUSG00000026029","Casp8","caspase 8","12370","1"
"ENSMUSG00000028914","Casp9","caspase 9","12371","4"
"ENSMUSG00000007122","Casq1","calsequestrin 1","12372","1"
"ENSMUSG00000027861","Casq2","calsequestrin 2","12373","3"
"ENSMUSG00000051980","Casr","calcium-sensing receptor","12374","16"
"ENSMUSG00000021585","Cast","calpastatin","12380","13"
"ENSMUSG00000037815","Ctnna1","catenin alpha 1","12385","18"
"ENSMUSG00000063063","Ctnna2","catenin alpha 2","12386","6"
"ENSMUSG00000006932","Ctnnb1","catenin beta 1","12387","9"
"ENSMUSG00000034101","Ctnnd1","catenin delta 1","12388","2"
"ENSMUSG00000007655","Cav1","caveolin 1, caveolae protein","12389","6"
"ENSMUSG00000000058","Cav2","caveolin 2","12390","6"
"ENSMUSG00000062694","Cav3","caveolin 3","12391","6"
"ENSMUSG00000039153","Runx2","runt related transcription factor 2","12393","17"
"ENSMUSG00000022952","Runx1","runt related transcription factor 1","12394","16"
"ENSMUSG00000006586","Runx1t1","RUNX1 translocation partner 1","12395","4"
"ENSMUSG00000038533","Cbfa2t2","CBFA2/RUNX1 translocation partner 2","12396","2"
"ENSMUSG00000087034","Cbfa2t2-ps1","CBFA2/RUNX1 translocation partner 2, pseudogene 1","12397","5"
"ENSMUSG00000006362","Cbfa2t3","CBFA2/RUNX1 translocation partner 3","12398","8"
"ENSMUSG00000070691","Runx3","runt related transcription factor 3","12399","4"
"ENSMUSG00000031885","Cbfb","core binding factor beta","12400","8"
"ENSMUSG00000060807","Serpina6","serine (or cysteine) peptidase inhibitor, clade A, member 6","12401","12"
"ENSMUSG00000034342","Cbl","Casitas B-lineage lymphoma","12402","9"
"ENSMUSG00000031654","Cbln1","cerebellin 1 precursor protein","12404","8"
"ENSMUSG00000024647","Cbln2","cerebellin 2 precursor protein","12405","18"
"ENSMUSG00000070436","Serpinh1","serine (or cysteine) peptidase inhibitor, clade H, member 1","12406","7"
"ENSMUSG00000051483","Cbr1","carbonyl reductase 1","12408","16"
"ENSMUSG00000025150","Cbr2","carbonyl reductase 2","12409","11"
"ENSMUSG00000024039","Cbs","cystathionine beta-synthase","12411","17"
"ENSMUSG00000018666","Cbx1","chromobox 1","12412","11"
"ENSMUSG00000025577","Cbx2","chromobox 2","12416","11"
"ENSMUSG00000029836","Cbx3","chromobox 3","12417","6"
"ENSMUSG00000039989","Cbx4","chromobox 4","12418","11"
"ENSMUSG00000009575","Cbx5","chromobox 5","12419","15"
"ENSMUSG00000025907","Rb1cc1","RB1-inducible coiled-coil 1","12421","1"
"ENSMUSG00000032532","Cck","cholecystokinin","12424","9"
"ENSMUSG00000029193","Cckar","cholecystokinin A receptor","12425","5"
"ENSMUSG00000030898","Cckbr","cholecystokinin B receptor","12426","7"
"ENSMUSG00000027793","Ccna1","cyclin A1","12427","3"
"ENSMUSG00000027715","Ccna2","cyclin A2","12428","3"
"ENSMUSG00000032218","Ccnb2","cyclin B2","12442","9"
"ENSMUSG00000070348","Ccnd1","cyclin D1","12443","7"
"ENSMUSG00000000184","Ccnd2","cyclin D2","12444","6"
